phrase,label,category,non_comp_score,is_non_comp,n_tokens,ntp_avg_prob,ntp_avg_surprisal,ntp_entry_prob,ll_L0_avg,ll_L6_avg,ll_L12_avg,ll_L18_avg,ll_L24_avg,ll_L30_avg,ll_L36_avg,ll_L42_avg,ll_L47_avg,fl_L0_k1_prob,fl_L0_k1_top1,fl_L0_k1_top5,fl_L6_k1_prob,fl_L6_k1_top1,fl_L6_k1_top5,fl_L12_k1_prob,fl_L12_k1_top1,fl_L12_k1_top5,fl_L18_k1_prob,fl_L18_k1_top1,fl_L18_k1_top5,fl_L24_k1_prob,fl_L24_k1_top1,fl_L24_k1_top5,fl_L30_k1_prob,fl_L30_k1_top1,fl_L30_k1_top5,fl_L36_k1_prob,fl_L36_k1_top1,fl_L36_k1_top5,fl_L42_k1_prob,fl_L42_k1_top1,fl_L42_k1_top5,fl_L47_k1_prob,fl_L47_k1_top1,fl_L47_k1_top5,fl_mid_avg_prob,fl_mid_avg_surprisal,fl_L0_k2_prob,fl_L0_k2_top1,fl_L0_k2_top5,fl_L0_k3_prob,fl_L0_k3_top1,fl_L0_k3_top5,fl_L6_k2_prob,fl_L6_k2_top1,fl_L6_k2_top5,fl_L6_k3_prob,fl_L6_k3_top1,fl_L6_k3_top5,fl_L12_k2_prob,fl_L12_k2_top1,fl_L12_k2_top5,fl_L12_k3_prob,fl_L12_k3_top1,fl_L12_k3_top5,fl_L18_k2_prob,fl_L18_k2_top1,fl_L18_k2_top5,fl_L18_k3_prob,fl_L18_k3_top1,fl_L18_k3_top5,fl_L24_k2_prob,fl_L24_k2_top1,fl_L24_k2_top5,fl_L24_k3_prob,fl_L24_k3_top1,fl_L24_k3_top5,fl_L30_k2_prob,fl_L30_k2_top1,fl_L30_k2_top5,fl_L30_k3_prob,fl_L30_k3_top1,fl_L30_k3_top5,fl_L36_k2_prob,fl_L36_k2_top1,fl_L36_k2_top5,fl_L36_k3_prob,fl_L36_k3_top1,fl_L36_k3_top5,fl_L42_k2_prob,fl_L42_k2_top1,fl_L42_k2_top5,fl_L42_k3_prob,fl_L42_k3_top1,fl_L42_k3_top5,fl_L47_k2_prob,fl_L47_k2_top1,fl_L47_k2_top5,fl_L47_k3_prob,fl_L47_k3_top1,fl_L47_k3_top5,lookahead_avg,fl_L0_k4_prob,fl_L0_k4_top1,fl_L0_k4_top5,fl_L6_k4_prob,fl_L6_k4_top1,fl_L6_k4_top5,fl_L12_k4_prob,fl_L12_k4_top1,fl_L12_k4_top5,fl_L18_k4_prob,fl_L18_k4_top1,fl_L18_k4_top5,fl_L24_k4_prob,fl_L24_k4_top1,fl_L24_k4_top5,fl_L30_k4_prob,fl_L30_k4_top1,fl_L30_k4_top5,fl_L36_k4_prob,fl_L36_k4_top1,fl_L36_k4_top5,fl_L42_k4_prob,fl_L42_k4_top1,fl_L42_k4_top5,fl_L47_k4_prob,fl_L47_k4_top1,fl_L47_k4_top5
have your head in the clouds,non-compositional,idiomem,1.0,True,6,0.30375831983983514,4.578671388890741,2.5921495762304403e-05,1.2211109244626616e-09,0.0010174211842240767,0.0008847843069816008,0.001082821618183516,0.001238101975468453,0.0038124032704217824,0.0569196365238895,0.16937867527012712,0.2710886963875964,1.699380518032853e-13,0,0,9.67859523370862e-05,0,0,4.652388452086598e-05,0,0,6.727901927661151e-05,0,0,0.00011679085582727566,0,0,3.9436370570911095e-05,0,0,0.00017854991892818362,0,0,0.00022664738935418427,0,0,0.0012470961082726717,0,0,0.00012500601983163052,14.8908230970768,4.3522526077879875e-13,0.0,0.0,7.375667784859097e-12,0.0,0.0,9.55507221078733e-06,0.0,0.0,0.0001727081835269928,0.0,0.0,3.994973303633742e-05,0.0,0.0,0.00011469879245851189,0.0,0.0,0.00018868867482524365,0.0,0.0,0.0002974292729049921,0.0,0.0,5.092258652439341e-05,0.0,0.0,0.0001726056943880394,0.0,0.0,1.3068390217085835e-05,0.0,0.0,9.423411393072456e-05,0.0,0.0,1.1827066373371053e-05,0.0,0.0,0.0004685823805630207,0.0,0.0,1.0410646609670948e-05,0.0,0.0,0.0005686797085218132,0.0,0.0,4.234119114698842e-05,0.0,0.0,0.00257391226477921,0.0,0.0,6.335507850049485e-05,6.125684269726872e-13,0.0,0.0,0.00019995408365502954,0.0,0.0,8.04646042524837e-05,0.0,0.0,0.00024948411737568676,0.0,0.0,0.00028457868029363453,0.0,0.0,0.00016377879364881665,0.0,0.0,0.000777101784478873,0.0,0.0,0.001598019851371646,0.0,0.0,0.015462161973118782,0.0,0.0
he who laughs last laughs loudest,non-compositional,idiomem,1.0,True,7,0.345188101666281,4.425619463152908,8.09034172561951e-05,2.086440604950481e-14,0.00455787743764328,0.0039676265511540505,0.02370799984707143,0.12682577472924095,0.16455764234403128,0.26156940181923954,0.35910679060422507,0.36890171766087104,1.2518491018104205e-13,0,0,9.854030213318765e-05,0,0,4.077955236425623e-05,0,0,5.036961374571547e-05,0,0,1.2238526323926635e-05,0,0,1.8005581296165474e-05,0,0,8.04737355792895e-05,0,0,0.0007198854582384229,0,0,0.0009480711887590587,0,0,3.713505634550529e-06,18.71410239653947,6.404407643860292e-16,0.0,0.0,1.6980124988366652e-12,0.0,0.0,3.765823203139007e-05,0.0,0.0,0.0002956269891001284,0.0,0.0,8.394816177315079e-06,0.0,0.0,7.094406464602798e-05,0.0,0.0,2.6668860755307833e-06,0.0,0.0,2.4789093004073948e-05,0.0,0.0,1.4809909316682024e-06,0.0,0.0,1.9012815073438105e-06,0.0,0.0,2.77977051155176e-07,0.0,0.0,1.2925908094985061e-06,0.0,0.0,2.79660611113286e-07,0.0,0.0,1.6915176956899813e-06,0.0,0.0,7.489583708775172e-07,0.0,0.0,9.159891305898782e-06,0.0,0.0,4.1365383367519826e-06,0.0,0.0,4.956365592079237e-05,0.0,0.0,0.0006858111432216497,6.404407643860292e-16,0.0,0.0,3.765823203139007e-05,0.0,0.0,8.394816177315079e-06,0.0,0.0,2.6668860755307833e-06,0.0,0.0,1.4809909316682024e-06,0.0,0.0,2.77977051155176e-07,0.0,0.0,2.79660611113286e-07,0.0,0.0,7.489583708775172e-07,0.0,0.0,4.1365383367519826e-06,0.0,0.0
hear something straight from the horse's mouth,non-compositional,idiomem,1.0,True,8,0.4335642004121577,4.61255089882249,1.4951019693398848e-05,5.217018524433655e-14,0.0011529478735090898,0.0017815934549746868,0.009403147438726072,0.07163333889496114,0.1393096192069996,0.17700037794384116,0.334195441052933,0.4364537648018865,2.00830397107582e-26,0,0,2.7225316443946213e-05,0,0,4.189441096968949e-05,0,0,2.447836050123442e-05,0,0,4.050081770401448e-06,0,0,1.699025415291544e-05,0,0,0.00013123700045980513,0,0,3.426346302148886e-05,0,0,7.490479038096964e-05,0,0,5.168451524793584e-06,18.397165961657205,1.8942937871189951e-25,0.0,0.0,7.38453078563378e-27,0.0,0.0,6.102454790379852e-05,0.0,0.0,0.00029056376661174,0.0,0.0,1.1314333278278355e-05,0.0,0.0,9.155050065601245e-05,0.0,0.0,3.66155177289329e-06,0.0,0.0,6.477592251030728e-05,0.0,0.0,2.5192932184836536e-07,0.0,0.0,1.1392061423975974e-05,0.0,0.0,4.0984772908814193e-07,0.0,0.0,2.4053873858065344e-05,0.0,0.0,3.0833859909762396e-06,0.0,0.0,0.0002423265395918861,0.0,0.0,5.341635187505744e-07,0.0,0.0,0.00016619820962660015,0.0,0.0,1.712402877274144e-06,0.0,0.0,0.00033800263190642,0.0,0.0,0.007722846509499897,2.2226579709189773e-27,0.0,0.0,0.00014610464859288186,0.0,0.0,7.62695271987468e-05,0.0,0.0,7.32575063011609e-05,0.0,0.0,1.0587505130388308e-05,0.0,0.0,4.083718158653937e-05,0.0,0.0,0.0005493004573509097,0.0,0.0,0.0002298437902936712,0.0,0.0,0.0007904980448074639,0.0,0.0
he's off his rocker,non-compositional,idiomem,1.0,True,6,0.2617635687813163,4.8719803772534425,8.09034172561951e-05,2.8226363603289697e-14,0.0023393569514155387,0.018828348819806707,0.020174780275556258,0.036142959950120714,0.024974806173486287,0.12903593907576577,0.21176414504589047,0.2341095257550478,2.7860256182415336e-15,0,0,0.0004169008752796799,0,0,0.0001818710588850081,0,0,9.671145380707458e-05,0,0,1.2431254617695231e-05,0,0,1.5797037121956237e-05,0,0,1.0211124390480109e-05,0,0,0.0002054465439869091,0,0,0.0021198850590735674,0,0,8.876929368284436e-06,18.314878080693397,1.9091269364002184e-12,0.0,0.0,2.2159488466400035e-08,0.0,1.0,0.00010337025742046535,0.0,0.0,3.28460919263307e-05,0.0,0.0,8.846392302075401e-05,0.0,0.0,8.780525604379363e-06,0.0,0.0,7.495208410546184e-05,0.0,0.0,5.038668859924655e-06,0.0,0.0,6.238630703592207e-06,0.0,0.0,6.918002668498957e-07,0.0,0.0,4.149169853917556e-06,0.0,0.0,4.527461214820505e-07,0.0,0.0,2.829994173225714e-06,0.0,0.0,3.1228879038280866e-07,0.0,0.0,7.962138624861836e-06,0.0,0.0,2.1991622816130985e-06,0.0,0.0,3.043109245481901e-05,0.0,0.0,1.2649999007408042e-05,0.0,0.0,9.191736826811134e-05,2.593834706483139e-13,0.0,0.0,3.541984551702626e-05,0.0,0.0,8.560388778278138e-06,0.0,0.0,1.047431737788429e-06,0.0,0.0,2.0369849096368853e-07,0.0,0.0,2.240161762756543e-07,0.0,0.0,7.084751274533119e-08,0.0,0.0,1.2775683444488095e-07,0.0,0.0,1.188615328828746e-06,0.0,0.0
it is always darkest before the dawn,non-compositional,idiomem,1.0,True,7,0.4380537732116257,3.614056299650924,2.72585002676351e-05,1.821879878921008e-10,0.001226353630651526,0.0033372251685553542,0.0026486146792497798,0.04629560006530179,0.15255303633724301,0.17345891607086136,0.32296938258999336,0.4450550073524937,1.0861458399347157e-09,0,0,0.002024970483034849,0,0,0.0020587381441146135,0,0,0.0013810975942760706,0,0,0.00025716476375237107,0,0,4.7279980208259076e-05,0,0,7.571474270662293e-05,0,0,0.0023434634786099195,0,0,0.027393538504838943,0,0,4.5443677379353176e-05,17.87296629076986,1.6395900262478058e-11,0.0,0.0,4.677793661320498e-14,0.0,0.0,0.0004589472955558449,0.0,0.0,6.2834533309796825e-06,0.0,0.0,0.0001811244583223015,0.0,0.0,2.212030494774808e-06,0.0,0.0,3.609312989283353e-05,0.0,0.0,5.480452500705724e-07,0.0,0.0,8.178222742571961e-06,0.0,0.0,4.911404971608135e-07,0.0,0.0,1.0527433005336206e-06,0.0,0.0,2.3532289006311657e-08,0.0,0.0,1.9385377072467236e-06,0.0,0.0,3.2296618712734926e-08,0.0,0.0,1.912108200485818e-05,0.0,0.0,2.903383062857756e-07,0.0,0.0,0.00020651381055358797,0.0,0.0,9.461303420721379e-07,0.0,0.0,0.009391600706869162,5.634850364089061e-10,0.0,0.0,4.890556738246232e-05,0.0,0.0,2.008975025091786e-05,0.0,0.0,7.017501957307104e-06,0.0,0.0,1.2757890317516285e-06,0.0,0.0,1.9153166874730232e-07,0.0,0.0,2.708126487505069e-07,0.0,0.0,1.2903272363473661e-05,0.0,0.0,6.737338117090985e-05,0.0,0.0
know which way the wind is blowing,non-compositional,idiomem,1.0,True,7,0.3556450667771666,3.3134853938117885,2.1115225536050275e-05,1.9858055623289827e-15,0.0005264591394128123,0.0008301589162632202,0.0037590657108618566,0.008869211492613735,0.18471922906792315,0.328959860503043,0.38488897689482354,0.3577163264271803,3.223814299038103e-20,0,0,0.00037412726669572294,0,0,0.00012706818233709782,0,0,5.863019032403827e-05,0,0,5.6549746659584343e-05,0,0,2.8256934456294402e-05,0,0,0.00011958725372096524,0,0,0.00013608907465822995,0,0,0.0006926365895196795,0,0,9.610109615702338e-05,15.001061668212282,1.4130681167803623e-19,0.0,0.0,1.9344499119540524e-20,0.0,0.0,8.671978139318526e-05,0.0,0.0,0.0005265745567157865,0.0,0.0,5.4006573009246495e-06,0.0,0.0,0.0003096209547948092,0.0,0.0,4.040809471916873e-06,0.0,0.0,0.00018147767696063966,0.0,0.0,4.8765455176180694e-06,0.0,0.0,0.0002788917627185583,0.0,0.0,4.26824226451572e-06,0.0,0.0,0.00035240332363173366,0.0,0.0,8.419436198892072e-06,0.0,0.0,0.0006302747060544789,0.0,0.0,1.2676812730205711e-05,0.0,0.0,0.0006857390981167555,0.0,0.0,0.00012036219413857907,0.0,0.0,0.00700905779376626,0.0,0.0,0.0017947341369601115,3.36668092778217e-19,0.0,0.0,5.628860162687488e-05,0.0,0.0,1.8749171431409195e-05,0.0,0.0,1.1999007256235927e-05,0.0,0.0,5.731963483412983e-06,0.0,0.0,1.3125908253641683e-06,0.0,0.0,3.1004685752122896e-07,0.0,0.0,4.214584237161034e-07,0.0,0.0,1.6968722320598317e-06,0.0,0.0
like two peas in a pod,non-compositional,idiomem,1.0,True,6,0.464412203716347,5.520961106910796,2.0177823898848146e-05,1.630351688984016e-09,0.0018138499806809704,0.002262610250181751,0.0017788635759643512,0.002988819079411087,0.09632004803466074,0.17496333119973428,0.3171462689277746,0.4691120587405749,1.9992530234571827e-17,0,0,0.00180174526758492,0,0,5.116504689794965e-05,0,0,1.6060794223449193e-05,0,0,1.2741625710077642e-07,0,0,1.3640839569006857e-08,0,0,2.5744753884282545e-08,0,0,5.122413426761341e-07,0,0,0.00012856106332037598,0,0,3.4900925030001415e-07,23.15307268088219,1.8885973195839347e-19,0.0,0.0,5.696191749957947e-16,0.0,0.0,0.00018769012240227312,0.0,0.0,0.0004925697576254606,0.0,0.0,1.5707657439634204e-05,0.0,0.0,0.00013027229579165578,0.0,0.0,5.0340504458290525e-06,0.0,0.0,0.0001330385566689074,0.0,0.0,4.6367333084162965e-08,0.0,0.0,4.94676896778401e-07,0.0,0.0,2.865565118526092e-09,0.0,0.0,6.131336505177387e-08,0.0,0.0,3.0747724366619877e-09,0.0,0.0,1.5526075003435835e-07,0.0,0.0,1.2637233481882504e-08,0.0,0.0,3.5108052998111816e-06,0.0,0.0,1.5025823358882917e-06,0.0,0.0,0.0013318104902282357,0.0,0.0,0.00010626624659794613,6.883324572100406e-17,0.0,0.0,0.002160622738301754,0.0,1.0,0.00024915230460464954,0.0,0.0,0.00034914337447844446,0.0,0.0,1.0720654017859488e-06,0.0,0.0,7.210383756728334e-08,0.0,0.0,1.6527418722489529e-07,0.0,0.0,6.623414265050087e-06,0.0,0.0,0.00303073413670063,0.0,0.0
make hay while the sun shines,non-compositional,idiomem,1.0,True,6,0.7119441538863611,3.2891935159456858,4.1523686377331614e-05,2.1267394894117516e-16,0.0005276045114442241,0.0023995656129955022,0.013185532166789925,0.05647891401531524,0.14704946837555327,0.3097126660701178,0.520749067719953,0.6853951952856733,5.3948266255732786e-17,0,0,4.018647814518772e-05,0,0,6.349038358166581e-06,0,0,9.690083061286714e-06,0,0,1.64371267601382e-05,0,0,1.5778428860357963e-05,0,0,2.5234101485693827e-05,0,0,2.914397009590175e-05,0,0,2.2183856344781816e-05,0,0,1.7251698784548354e-05,16.91031773456898,7.306851368941601e-16,0.0,0.0,1.0746225474894135e-15,0.0,0.0,2.9864053431083448e-05,0.0,0.0,0.00014067611482460052,0.0,0.0,1.3056037460046355e-05,0.0,0.0,3.16889927489683e-05,0.0,0.0,2.3490616513299756e-05,0.0,0.0,0.00016033339488785714,0.0,0.0,9.448270247958135e-06,0.0,0.0,5.506569868884981e-05,0.0,0.0,1.7668363625489292e-06,0.0,0.0,1.9560015061870217e-05,0.0,0.0,3.528635488692089e-06,0.0,0.0,5.8100875321542844e-05,0.0,0.0,9.235715879185591e-06,0.0,0.0,0.0005972093204036355,0.0,0.0,4.2687486711656675e-05,0.0,0.0,0.006220436189323664,0.0,0.0,0.00015124209117597535,8.434808616504302e-16,0.0,0.0,7.062230906740297e-06,0.0,0.0,6.812169885961339e-07,0.0,0.0,2.8213521545694675e-06,0.0,0.0,9.456089742343465e-07,0.0,0.0,3.8098733057267964e-07,0.0,0.0,1.7218200127899763e-06,0.0,0.0,4.638344307750231e-06,0.0,0.0,1.1548238035175018e-05,0.0,0.0
shape up or ship out,non-compositional,idiomem,1.0,True,5,0.015022542151200469,9.710183838171778,0.000102922749647405,1.297896839113883e-17,0.001058968213328626,0.0006793211687181611,0.0019904818277609593,0.00030415904265623794,0.0002158625723041041,0.000780860082613799,0.001491317520958546,0.012370229462248972,3.2583394374284734e-29,0,0,0.0021893749944865704,0,0,0.0014080749824643135,0,0,0.0011630282970145345,0,0,0.0007038417388685048,0,0,0.0002950544294435531,0,0,6.608841067645699e-05,0,0,2.193677210016176e-05,0,0,0.00016498319746460766,0,0,0.00044215432717464864,11.526128920802549,3.557147844458345e-30,0.0,0.0,1.5851259277425988e-28,0.0,0.0,0.0005846766871400177,0.0,0.0,8.335102029377595e-05,0.0,0.0,0.0012185872765257955,0.0,0.0,7.82065762905404e-05,0.0,0.0,0.001065172371454537,0.0,0.0,6.0045247664675117e-05,0.0,0.0,0.0005996805848553777,0.0,0.0,8.16747487988323e-05,0.0,0.0,0.0006369500188156962,0.0,0.0,4.5814977056579664e-05,0.0,0.0,0.00044419639743864536,0.0,0.0,6.662932719336823e-06,0.0,0.0,0.0002228555385954678,0.0,0.0,2.4100997961795656e-06,0.0,0.0,0.001109975972212851,0.0,0.0,5.734317255701171e-06,0.0,0.0,0.0001525592964298994,2.64384259972256e-29,0.0,0.0,0.0002813540049828589,0.0,0.0,0.000466151162981987,0.0,0.0,0.0004773058753926307,0.0,0.0,0.00038342023617587984,0.0,0.0,0.00037738034734502435,0.0,0.0,8.034306665649638e-05,0.0,0.0,1.4485167412203737e-05,0.0,0.0,7.05438360455446e-05,0.0,0.0
that ship has sailed,non-compositional,idiomem,1.0,True,4,0.31470833610364934,5.7704524753632755,3.0142959076329134e-05,1.7239370647883825e-13,0.0004894878269017985,0.0006346107135565641,0.0018526228274519478,0.013640604421198077,0.22169784672632886,0.33151049052109255,0.3304587429035261,0.32243983150692657,4.4642162687867637e-13,0,0,0.00012239624629728496,0,0,7.967407145770267e-05,0,0,1.7766693417797796e-05,0,0,9.938307812262792e-06,0,0,4.029097908642143e-06,0,0,7.521322004322428e-06,0,0,3.6874400393571705e-05,0,0,6.987754022702575e-05,0,0,0.0001349511333804306,14.038905596414992,3.4444902485830653e-10,0.0,0.0,1.117594667661816e-14,0.0,0.0,0.0006062917527742684,0.0,0.0,8.474000787828118e-05,0.0,0.0,0.0015033393865451217,0.0,0.0,7.233183714561164e-05,0.0,0.0,0.0007455646991729736,0.0,0.0,5.5167947721201926e-05,0.0,0.0,0.00033120729494839907,0.0,0.0,6.370779738062993e-05,0.0,0.0,6.33187300991267e-05,0.0,0.0,3.4336719636485213e-06,0.0,0.0,0.00015577014710288495,0.0,0.0,1.9532121768861543e-06,0.0,0.0,0.0010055025340989232,0.0,0.0,6.420730187528534e-06,0.0,0.0,0.0033066074829548597,0.0,0.0,4.875129434367409e-06,0.0,0.0,0.00023008005276399976,,,,,,,,,,,,,,,,,,,,,,,,,,,
the pot calling the kettle black,non-compositional,idiomem,1.0,True,6,0.5772369000602339,4.688882652172125,0.00021503378229681402,9.365384252223305e-14,0.0005560606137009927,0.0005263132748666522,0.000746658221243024,0.0048879351321922115,0.19304843494871965,0.2300195991647115,0.4541919161423721,0.5619803088316985,4.682687614401826e-13,0,0,3.11113653879147e-05,0,0,2.538424450904131e-05,0,0,1.4920435205567628e-05,0,0,1.1265917692071525e-06,0,0,1.1633293297563796e-06,0,0,1.0467901120136958e-05,0,0,2.3146729290601797e-05,0,0,4.862624700763263e-05,0,0,1.4632889167387475e-05,17.937778594349002,1.205144707985828e-12,0.0,0.0,0.9989385008811951,1.0,1.0,6.784572178730741e-05,0.0,0.0,0.0010713081574067473,0.0,0.0,4.738929419545457e-05,0.0,0.0,0.0005514206131920218,0.0,0.0,2.426560240564868e-05,0.0,0.0,0.0005560709396377206,0.0,0.0,3.0002302082721144e-06,0.0,0.0,5.7557859690859914e-05,0.0,0.0,2.079943214994273e-06,0.0,0.0,6.42643281025812e-05,0.0,0.0,1.5584279026370496e-05,0.0,0.0,0.0006629840936511755,0.0,0.0,2.807065175147727e-05,0.0,0.0,0.0020846198312938213,0.0,0.0,3.0818300729151815e-05,0.0,0.0,0.002976255491375923,0.0,0.0,0.0191817663098744,2.2504987782188957e-15,0.0,0.0,2.8189240765641443e-05,0.0,0.0,7.112913408491295e-06,0.0,0.0,4.188002549199155e-06,0.0,0.0,4.678024083659693e-07,0.0,0.0,1.3440237012218859e-07,0.0,0.0,1.0569049209152581e-06,0.0,0.0,3.0140338367345976e-06,0.0,0.0,3.768006990867434e-06,0.0,0.0
there are clouds on the horizon,non-compositional,idiomem,1.0,True,6,0.25321210238889763,5.159342495642363,1.4491026377072558e-05,5.794199626027486e-12,0.0016832490226079244,0.001746212863497476,0.024306401906233076,0.17920938953689075,0.20191193674959323,0.21577510176462056,0.32676465479846684,0.25364797123183963,2.558189086726472e-14,0,0,0.0010330285876989365,0,0,0.00064854696393013,0,0,0.00045622853212989867,0,0,0.0002390358567936346,0,0,0.0003064186021219939,0,0,0.0026303199119865894,0,0,0.016333235427737236,0,0,0.04476075991988182,0,0,6.042147273941367e-05,18.07050278152583,1.6161012762741706e-16,0.0,0.0,2.9391509300154273e-13,0.0,0.0,1.397634719069174e-06,0.0,0.0,0.0001245884341187775,0.0,0.0,1.55789436462328e-07,0.0,0.0,3.040709088963922e-05,0.0,0.0,4.1521474258843227e-07,0.0,0.0,3.636827750597149e-05,0.0,0.0,2.2140505961942836e-07,0.0,0.0,2.2419124434236437e-05,0.0,0.0,9.942016099273587e-09,0.0,0.0,8.58277144288877e-06,0.0,0.0,2.6854369394868627e-08,0.0,0.0,1.1887015716638416e-05,0.0,0.0,8.960680730751847e-08,0.0,0.0,4.313928002375178e-05,0.0,0.0,3.7444175404743874e-07,0.0,0.0,0.00040663473191671073,0.0,0.0,0.0009680978064920964,9.981934983444019e-13,0.0,0.0,0.000234587409067899,0.0,0.0,4.0598795749247074e-05,0.0,0.0,6.630615825997666e-05,0.0,0.0,4.041778447572142e-05,0.0,0.0,1.1708366400853265e-05,0.0,0.0,5.029117164667696e-05,0.0,0.0,0.00018867384642362595,0.0,0.0,0.0009735625935718417,0.0,0.0
those who live in glass houses shouldn't throw stones,non-compositional,idiomem,1.0,True,10,0.54615430187227,2.1990851092081205,1.0895753803197294e-05,7.879755499300584e-17,0.012819109258998651,0.015447625786287568,0.02610119979605467,0.12785656521413735,0.26996156509913916,0.4695134927880847,0.5805844359306825,0.553310464343263,6.403076743341919e-16,0,0,0.007056988775730133,0,0,0.008021919056773186,0,0,0.008719651959836483,0,1,0.029298124834895134,1,1,0.2751794159412384,1,1,0.9469199180603027,1,1,0.8616421818733215,1,1,0.40411585569381714,1,1,0.0033786468931996045,13.223398240720647,7.240397928460357e-17,0.0,0.0,6.684205919744437e-16,0.0,0.0,1.6904739823075943e-05,0.0,0.0,0.0007181062246672809,0.0,0.0,1.5691459338995628e-05,0.0,0.0,0.0005427091382443905,0.0,0.0,9.723119546833914e-06,0.0,0.0,0.0009745036950334907,0.0,0.0,6.458240022766404e-06,0.0,0.0,0.0007206839509308338,0.0,0.0,6.1845462369092274e-06,0.0,0.0,0.0009433122468180954,0.0,0.0,4.927367740492627e-07,0.0,0.0,0.00016544289246667176,0.0,0.0,2.6746281491796253e-06,0.0,0.0,0.0013004967477172613,0.0,0.0,3.026266313099768e-05,0.0,0.0,0.017964910715818405,0.0,1.0,0.000458781640130231,1.4049864536282638e-17,0.0,0.0,6.282405956881121e-05,0.0,0.0,8.97267455002293e-05,0.0,0.0,3.682929673232138e-05,0.0,0.0,3.1145911634666845e-05,0.0,0.0,2.508936813683249e-05,0.0,0.0,5.812949552819191e-07,0.0,0.0,1.2428121181073948e-06,0.0,0.0,1.401900499331532e-05,0.0,0.0
we see eye to eye,non-compositional,idiomem,1.0,True,5,0.2766109413023514,6.3854595995780326,4.851055928156711e-05,1.9195718900330293e-13,0.000659872679534601,0.0005766965396105661,0.0017680723867670167,0.012031646304421884,0.1595173132459422,0.24859933345032914,0.25358003188375733,0.27294299404820777,7.432564221206139e-13,0,0,0.00114276388194412,0,0,0.0007993046310730278,0,0,0.00021856602688785642,0,0,2.4694880266906694e-05,0,0,1.5899864592938684e-05,0,0,7.100482616806403e-05,0,0,0.00017647382628638297,0,0,0.0005830106674693525,0,0,7.008891515170035e-06,18.950293975665463,1.9125722056437255e-13,0.0,0.0,5.67737480292041e-12,0.0,0.0,2.96611415251391e-05,0.0,0.0,0.0002252434060210362,0.0,0.0,1.7503345588920638e-05,0.0,0.0,9.352551569463685e-05,0.0,0.0,4.52513222626294e-06,0.0,0.0,5.1863305998267606e-05,0.0,0.0,5.162305001249479e-07,0.0,0.0,2.30822479352355e-06,0.0,0.0,1.9927215078041627e-07,0.0,0.0,1.5483798279092298e-06,0.0,0.0,8.83273756357994e-08,0.0,0.0,4.017571427539224e-06,0.0,0.0,1.5087847771155793e-07,0.0,0.0,1.4067620213609189e-05,0.0,0.0,3.4325060482842673e-07,0.0,0.0,8.448422886431217e-05,0.0,0.0,0.00035648688307219343,1.9125722056437255e-13,0.0,0.0,2.96611415251391e-05,0.0,0.0,1.7503345588920638e-05,0.0,0.0,4.52513222626294e-06,0.0,0.0,5.162305001249479e-07,0.0,0.0,1.9927215078041627e-07,0.0,0.0,8.83273756357994e-08,0.0,0.0,1.5087847771155793e-07,0.0,0.0,3.4325060482842673e-07,0.0,0.0
when it rains it pours,non-compositional,idiomem,1.0,True,6,0.5141868257895112,2.8411144663838277,1.7737445887178183e-05,1.4272694121209422e-12,0.0010583791823592036,0.0019756274290557486,0.0028362103272229432,0.013005987394717523,0.015678435044173968,0.017124383844202385,0.3317674049641937,0.4906021635979414,6.90157002727898e-12,0,0,0.0014627794735133648,0,0,0.0016843986231833696,0,0,0.002633878728374839,0,0,0.002852869452908635,0,0,0.001983757596462965,0,0,0.0015545603819191456,0,0,0.002173256827518344,0,0,0.008583653718233109,0,0,0.00118147144431191,13.08616169256669,3.0671666531053134e-15,0.0,0.0,6.90157002727898e-12,0.0,0.0,4.889407136943191e-05,0.0,0.0,0.0014627794735133648,0.0,0.0,4.541004727798281e-06,0.0,0.0,0.0016843986231833696,0.0,0.0,1.8983981135534123e-05,0.0,0.0,0.002633878728374839,0.0,0.0,6.346817099256441e-05,0.0,0.0,0.002852869452908635,0.0,0.0,2.1110687157488428e-05,0.0,0.0,0.001983757596462965,0.0,0.0,1.800144491426181e-05,0.0,0.0,0.0015545603819191456,0.0,0.0,6.1943069340486545e-06,0.0,0.0,0.002173256827518344,0.0,0.0,4.6104159991955385e-06,0.0,0.0,0.008583653718233109,0.0,0.0,0.0004263230375889699,3.8199470679450755e-15,0.0,0.0,9.183809743262827e-05,0.0,0.0,0.00023404914827551693,0.0,0.0,0.00031151488656178117,0.0,0.0,0.0001378677989123389,0.0,0.0,3.3005650038830936e-05,0.0,0.0,7.26367870811373e-05,0.0,0.0,6.524327181978151e-05,0.0,0.0,0.0001680916902842,0.0,0.0
