phrase,label,category,non_comp_score,phrase_len_tokens,avg_next_token_prob,min_next_token_prob,max_next_token_prob,avg_surprisal,logit_lens_L0_avg_prob,logit_lens_L0_avg_surprisal,logit_lens_L6_avg_prob,logit_lens_L6_avg_surprisal,logit_lens_L12_avg_prob,logit_lens_L12_avg_surprisal,logit_lens_L18_avg_prob,logit_lens_L18_avg_surprisal,logit_lens_L24_avg_prob,logit_lens_L24_avg_surprisal,logit_lens_L30_avg_prob,logit_lens_L30_avg_surprisal,logit_lens_L36_avg_prob,logit_lens_L36_avg_surprisal,logit_lens_L42_avg_prob,logit_lens_L42_avg_surprisal,logit_lens_L47_avg_prob,logit_lens_L47_avg_surprisal,future_L0_k1_prob,future_L0_k1_top1,future_L0_k1_top10,future_L0_k2_prob,future_L0_k2_top1,future_L0_k2_top10,future_L6_k1_prob,future_L6_k1_top1,future_L6_k1_top10,future_L6_k2_prob,future_L6_k2_top1,future_L6_k2_top10,future_L12_k1_prob,future_L12_k1_top1,future_L12_k1_top10,future_L12_k2_prob,future_L12_k2_top1,future_L12_k2_top10,future_L18_k1_prob,future_L18_k1_top1,future_L18_k1_top10,future_L18_k2_prob,future_L18_k2_top1,future_L18_k2_top10,future_L24_k1_prob,future_L24_k1_top1,future_L24_k1_top10,future_L24_k2_prob,future_L24_k2_top1,future_L24_k2_top10,future_L30_k1_prob,future_L30_k1_top1,future_L30_k1_top10,future_L30_k2_prob,future_L30_k2_top1,future_L30_k2_top10,future_L36_k1_prob,future_L36_k1_top1,future_L36_k1_top10,future_L36_k2_prob,future_L36_k2_top1,future_L36_k2_top10,future_L42_k1_prob,future_L42_k1_top1,future_L42_k1_top10,future_L42_k2_prob,future_L42_k2_top1,future_L42_k2_top10,future_L47_k1_prob,future_L47_k1_top1,future_L47_k1_top10,future_L47_k2_prob,future_L47_k2_top1,future_L47_k2_top10,avg_lookahead_prob,future_L0_k3_prob,future_L0_k3_top1,future_L0_k3_top10,future_L6_k3_prob,future_L6_k3_top1,future_L6_k3_top10,future_L12_k3_prob,future_L12_k3_top1,future_L12_k3_top10,future_L18_k3_prob,future_L18_k3_top1,future_L18_k3_top10,future_L24_k3_prob,future_L24_k3_top1,future_L24_k3_top10,future_L30_k3_prob,future_L30_k3_top1,future_L30_k3_top10,future_L36_k3_prob,future_L36_k3_top1,future_L36_k3_top10,future_L42_k3_prob,future_L42_k3_top1,future_L42_k3_top10,future_L47_k3_prob,future_L47_k3_top1,future_L47_k3_top10
"waste not, want not",non-compositional,idiomem,1.0,4,0.5556203761952929,0.0011210895609110594,0.9953815937042236,2.958154396015615,3.7486149268066603e-14,33.219280948873624,0.0003004933957981848,12.868168408027,0.0003402581116915826,13.537191050009332,0.00045223377674119547,13.877887230413698,0.0028679888500846573,13.143712360813973,0.007825314291494578,10.719781443899652,0.1283732440165295,8.258804200381167,0.28561693372466834,5.90752107167606,0.5055863269080874,3.0251244801055845,1.5395706424677948e-14,0,0,2.53299188942473e-15,0.0,0.0,0.0002579878782853484,0,0,0.0009688935242593288,0.0,0.0,7.268664194270968e-05,0,0,0.0006396762910299003,0.0,0.0,2.1244315576041117e-05,0,0,7.908653060439974e-05,0.0,0.0,4.194528082734905e-05,0,0,8.28498596092686e-05,0.0,0.0,0.00039846275467425585,0,0,0.0003133684513159096,0.0,0.0,0.0028737483080476522,0,0,0.0011319892946630716,0.0,0.0,0.022188061848282814,0,1,0.005009184591472149,0.0,0.0,0.21540133655071259,1,1,0.006329107563942671,0.0,0.0,0.00232531982085978,0.9999997615814209,1.0,1.0,7.976496272021905e-05,0.0,0.0,3.183205990353599e-05,0.0,0.0,3.808896281043417e-06,0.0,0.0,3.3338887988065835e-06,0.0,0.0,4.795568202098366e-06,0.0,0.0,7.151189947762759e-06,0.0,0.0,8.05322197265923e-05,0.0,0.0,0.00027889746706932783,0.0,0.0
it never rains but it pours,non-compositional,idiomem,1.0,6,0.49443402799928055,0.0001048393824021332,0.9981179237365723,3.787399367671588,6.154926155760406e-12,33.219280948873624,0.0009013831543901082,11.25801435608559,0.0006622028862087367,11.603140899540527,0.0008895648179532145,10.845427268455643,0.0016958878571434373,10.243329621955942,0.006815954162258701,10.329059365574407,0.03144690978501785,8.209056570468862,0.34401364700579506,4.741205350557135,0.46621845036861487,3.7158816874440928,8.333494062242428e-25,0,0,1.9059783504737028e-23,0.0,0.0,5.01463255204726e-05,0,0,0.00043383316369727254,0.0,0.0,5.397893983172253e-05,0,0,0.000343329826137051,0.0,0.0,0.000558067113161087,0,0,0.0001311362866545096,0.0,0.0,0.0010322870220988989,0,0,4.349038499640301e-05,0.0,0.0,0.007346139755100012,0,0,1.5273953977157362e-05,0.0,0.0,0.021857885643839836,0,0,5.034632522438187e-06,0.0,0.0,0.024732418358325958,0,0,3.5893799577024765e-06,0.0,0.0,0.012732036411762238,0,0,5.930751285632141e-05,0.0,0.0,0.0050062339741894545,2.5848898737633636e-23,0.0,0.0,0.0002834055048879236,0.0,0.0,0.00017314359138254076,0.0,0.0,8.499933028360829e-05,0.0,0.0,4.2565985495457426e-05,0.0,0.0,2.5729377739480697e-05,0.0,0.0,2.0725805370602757e-05,0.0,0.0,1.819280987547245e-05,0.0,0.0,0.00020579421834554523,0.0,0.0
rain cats and dogs,non-compositional,idiomem,1.0,3,0.15226499404525384,7.176893996074796e-05,0.3611222207546234,6.207517452137123,3.835534944690618e-16,33.219280948873624,0.00010931108211783187,14.91488029168213,8.38238693177118e-05,14.475268299324524,0.00028177719923405675,12.918101912112222,0.006892807899627466,11.19091851433631,0.14697216519137632,9.900816272194385,0.27547014063172054,8.514759823696547,0.28641582567555207,6.919306736879619,0.17728259747915823,6.182752591971867,4.493301040298974e-35,0,0,8.803916193462368e-17,0.0,1.0,0.0002688260574359447,0,0,1.596396577951964e-05,0.0,0.0,0.00011807646660599858,0,0,2.7891223908227403e-06,0.0,0.0,0.0004590734315570444,0,0,3.1449931157112587e-06,0.0,0.0,0.00027547546778805554,0,0,3.4223073726025177e-06,0.0,0.0,0.00028277368983253837,0,0,2.263721398776397e-06,0.0,0.0,0.0016765703912824392,0,0,2.980632234539371e-05,0.0,0.0,0.009757095947861671,0,0,3.585735976230353e-05,0.0,0.0,0.07721685618162155,1,1,1.6659270841046236e-05,0.0,0.0,1.6659270841046236e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
bury your head in the sand,non-compositional,idiomem,1.0,5,0.5882103182375431,0.015887726098299026,0.9794859886169434,1.6718158140461028,1.2210770380790076e-09,32.03287889217866,0.001442565830075182,10.232506161416989,0.003418876045179786,9.625152987586333,0.02029093893361278,8.152105779864621,0.01612598756837542,8.46077172346912,0.015703124857100192,8.049486306311417,0.1583003904321231,4.52399125709706,0.46163146672770383,2.522919734862527,0.567178289219737,1.9071438369380775,3.254067318418282e-17,0,0,1.2056756968468357e-15,0.0,0.0,0.0007988447323441505,0,0,0.0003707724390551448,0.0,0.0,0.0010152918985113502,0,0,0.0002764832170214504,0.0,0.0,0.002874902915209532,0,0,0.0002581699227448553,0.0,0.0,0.004064490552991629,0,0,0.0007258818950504065,0.0,0.0,0.01074527483433485,0,1,0.00026072634500451386,0.0,0.0,0.13243156671524048,0,1,0.00032066076528280973,0.0,0.0,0.27599403262138367,1,1,0.0007282428559847176,0.0,0.0,0.20796729624271393,1,1,0.0006003302405588329,0.0,0.0,0.0021878297102375655,4.104555237360863e-12,0.0,0.0,0.00018974224803969264,0.0,0.0,4.5845412387279794e-05,0.0,0.0,3.852371810353361e-05,0.0,0.0,6.582481000805274e-05,0.0,0.0,3.2761450711404905e-05,0.0,0.0,0.00010090038267662749,0.0,0.0,0.00044865740346722305,0.0,0.0,0.00047490029828622937,0.0,0.0
make money hand over fist,non-compositional,idiomem,1.0,4,0.20358477257104823,0.00022689244360662997,0.7670663595199585,6.313491042687921,9.93167797883929e-17,33.219280948873624,0.0017572877140992205,12.035023914219613,0.002511015201889677,10.865104483403275,0.003242409953600145,9.746530563520228,0.003586898386856774,9.526080132788707,0.02508476584443997,9.295123254415326,0.0754450041349628,8.425628640413043,0.1314320822530135,7.410703908768499,0.16709323552277056,6.411617556950137,1.5553632244129576e-24,0,0,3.045253360275287e-24,0.0,0.0,0.001032198895700276,0,0,0.0003539424214977771,0.0,0.0,0.0036618951708078384,0,0,0.00016152216994669288,0.0,0.0,0.010311005637049675,0,1,0.00013417839363683015,0.0,0.0,0.004914355464279652,0,0,0.00013512035366147757,0.0,0.0,0.0038493319880217314,0,0,8.579356654081494e-05,0.0,0.0,0.0039466749876737595,0,0,0.00016643639537505805,0.0,0.0,0.004587945993989706,0,0,0.00015592137060593814,0.0,0.0,0.0031312275677919388,0,0,0.0006784994038753211,0.0,0.0,0.00024459306769131217,1.475687385517117e-23,0.0,0.0,1.823002276069019e-05,0.0,0.0,8.201547461794689e-05,0.0,0.0,4.8786390834720805e-05,0.0,0.0,3.198048580088653e-05,0.0,0.0,5.8735116908792406e-05,0.0,0.0,0.00012081985914846882,0.0,0.0,4.651985364034772e-05,0.0,0.0,3.830636342172511e-05,0.0,0.0
have a bun in the oven,non-compositional,idiomem,1.0,5,0.3954345329231728,2.0801338905585e-05,0.9854010939598083,4.481551548414547,1.2212301508921192e-09,32.03287889217866,0.0005876247183550731,12.445433548984834,0.0007821165874702274,12.373835637520008,0.0006772777433070587,12.199369936583468,0.0033888731501065194,11.841823863867697,0.06813418851652386,10.90656887148682,0.15291548166987923,9.228877861299132,0.24157005292745454,7.023300737185645,0.37108322264284654,4.598717479860381,1.1166382827610712e-14,0,0,7.832914761252141e-09,0.0,0.0,1.412859000993194e-05,0,0,0.0005594260874204338,0.0,0.0,1.3919644516136032e-05,0,0,0.0003681342350319028,0.0,0.0,1.6655396393616684e-05,0,0,0.00032996985828503966,0.0,0.0,1.5930008885334246e-05,0,0,0.00016556953778490424,0.0,0.0,9.741301255417056e-06,0,0,0.00018559729505795985,0.0,0.0,5.90653780818684e-06,0,0,0.00011545358574949205,0.0,0.0,9.782282177184243e-06,0,0,0.00010008423123508692,0.0,0.0,2.1861569621250965e-05,0,0,0.00023060062085278332,0.0,0.0,0.00109681752223878,0.000182229487108998,0.0,1.0,0.0006265274714678526,0.0,0.0,0.000145010621054098,0.0,0.0,0.0001909719139803201,0.0,0.0,0.00014697325241286308,0.0,0.0,0.00018236335017718375,0.0,0.0,0.00017812087025959045,0.0,0.0,0.00022731225180905312,0.0,0.0,0.0008033047779463232,0.0,0.0
throw your hat in the ring,non-compositional,idiomem,1.0,5,0.28212064830004235,0.0001270132779609412,0.7211742401123047,4.510275222124629,1.2210770982336631e-09,32.03287889217866,0.0006021726041581133,13.360665248443329,0.0005482138315983321,13.54498798018148,0.0006740814465047151,11.624134864917258,0.004319866779337644,11.140313536530911,0.020253503618005198,11.042565058067144,0.05789939472815604,8.096740584840322,0.11961873630680202,6.402340666924045,0.24791423122223932,4.660652128300054,1.285560515611634e-17,0,0,1.2056756968468357e-15,0.0,0.0,0.0002138460404239595,0,0,0.00030334346229210496,0.0,0.0,0.00024654384469613433,0,0,0.00012567655357997864,0.0,0.0,0.0005180859006941319,0,0,5.579171920544468e-05,0.0,0.0,0.0032197674736380577,0,0,4.477606853470206e-05,0.0,0.0,0.0006301411776803434,0,0,1.650008744036313e-05,0.0,0.0,0.006107984110713005,0,1,8.105163578875363e-05,0.0,0.0,0.011214911937713623,0,1,0.00023550173500552773,0.0,0.0,0.015555433928966522,0,1,0.00025890523102134466,0.0,0.0,0.0002719629745115526,4.104555237360863e-12,0.0,0.0,0.0001876159367384389,0.0,0.0,3.366062810528092e-05,0.0,0.0,4.607263326761313e-05,0.0,0.0,4.74780572403688e-05,0.0,0.0,1.0549728358455468e-05,0.0,0.0,9.531581599730998e-05,0.0,0.0,0.00030895715462975204,0.0,0.0,0.00036654394352808595,0.0,0.0
put the screws on,non-compositional,idiomem,1.0,3,0.038934766741779946,0.0015717315254732966,0.11233891546726227,6.966797344998255,4.933523489925188e-17,33.219280948873624,0.00014685156687240428,12.949307722680148,0.0006009195015697818,12.002660708260384,0.00234377558081178,10.823301882766382,0.003120963256151299,10.747118443675078,0.004772086845150625,10.592678345969652,0.006874662812151655,10.078035161573347,0.02423749296516083,9.087680147237187,0.04671077822179844,6.936811408866757,1.479523301578723e-16,0,0,3.559848860135162e-09,0.0,0.0,8.690778486197814e-05,0,0,0.0004322895547375083,0.0,0.0,0.0006233772146515548,0,0,0.0002548361080698669,0.0,0.0,0.0008435521158389747,0,0,0.0005403997492976487,0.0,0.0,0.001340881921350956,0,0,0.0003573862777557224,0.0,0.0,0.0027588496450334787,0,0,0.00027316311025060713,0.0,0.0,0.005648425314575434,0,0,0.00045468308962881565,0.0,0.0,0.004327909555286169,0,0,0.0029513780027627945,0.0,0.0,0.001678578439168632,0,0,0.002514928113669157,0.0,0.0,0.002514928113669157,,,,,,,,,,,,,,,,,,,,,,,,,,,
kill the fatted calf,non-compositional,idiomem,1.0,4,0.22918036818737164,0.0014600974973291159,0.908650815486908,6.573994131054438,4.080681918674402e-13,33.219280948873624,0.001410207860317314,10.441596999583952,0.0012882403934781905,10.344546414112255,0.008095049415715039,9.143757084778427,0.03791438773623668,9.196147915067096,0.08031960753214662,8.46549879548614,0.1526196881168289,7.5626786665541035,0.1932695404975675,6.9632974734122275,0.19416317739523947,6.412555089973718,1.6322727674697446e-12,0,0,1.3807325643871239e-21,0.0,0.0,0.0008644642657600343,0,0,1.9586709640861955e-06,0.0,0.0,0.000425878883106634,0,0,1.5662531041016337e-06,0.0,0.0,0.0003829775960184634,0,0,2.5059791823878186e-06,0.0,0.0,0.00015302420069929212,0,0,1.4740561482540215e-06,0.0,0.0,0.0001799558667698875,0,0,1.045268959387613e-06,0.0,0.0,0.0007713705417700112,0,0,8.369399324692495e-07,0.0,0.0,0.0018941671587526798,0,0,6.64617459733563e-07,0.0,0.0,0.0024040285497903824,0,0,2.4214372729147726e-07,0.0,0.0,4.171523166481469e-05,2.812711205956323e-17,0.0,0.0,1.0629917596816085e-05,0.0,0.0,7.400665344903246e-05,0.0,0.0,2.1743700926890597e-05,0.0,0.0,5.170916847418994e-05,0.0,0.0,1.371838698105421e-05,0.0,0.0,1.7673139154794626e-05,0.0,0.0,8.82029053173028e-05,0.0,0.0,0.00012445742322597653,0.0,0.0
there's no fool like an old fool,non-compositional,idiomem,1.0,7,0.32482764171852196,0.00047228371840901673,0.8585888743400574,3.8676775713589078,3.0622438591832166e-13,33.219280948873624,0.0014111289035229544,9.909462859795498,0.007028690707167178,10.55467704733232,0.01336000497394707,10.082789226825566,0.013495438135578297,9.165093855843294,0.0457511250071028,8.150456492378103,0.17783951375895413,6.59521768875357,0.2500073811139113,4.955562097978256,0.31766873623876435,3.9051302077211028,2.484371012406207e-14,0,0,1.3554084737162243e-17,0.0,0.0,0.0018834806978702545,0,0,0.00012111448450013995,0.0,0.0,0.04476995766162872,0,1,2.7542710085981525e-05,0.0,0.0,0.08837398141622543,0,1,6.940220919204876e-05,0.0,0.0,0.08289063721895218,0,1,2.5060013285838068e-05,0.0,0.0,0.03917641192674637,0,1,1.6872429569048109e-06,0.0,0.0,0.19341062009334564,1,1,7.854553700781253e-07,0.0,0.0,0.22259539365768433,1,1,6.79697336636309e-07,0.0,0.0,0.14615079760551453,0,1,4.705086666945135e-06,0.0,0.0,0.000901976732216604,1.5129705214361744e-13,0.0,0.0,0.0013174520572647452,0.0,0.0,0.0014675121055915952,0.0,0.0,0.0006907447823323309,0.0,0.0,0.00032450747676193714,0.0,0.0,0.00017652921087574214,0.0,0.0,0.000149681291077286,0.0,0.0,0.000192930456250906,0.0,0.0,0.0012969684321433306,0.0,0.0
all dressed up and nowhere to go,non-compositional,idiomem,1.0,6,0.2803145830309101,2.058729478449095e-05,0.9110993146896362,6.247700898535622,2.4879517827977244e-13,33.219280948873624,0.005373532082254921,9.532568930107878,0.00690395536730648,9.588087550351174,0.008390775432417286,9.8302251164936,0.009655649263246838,9.444752618608792,0.07675714527188877,9.334205818027023,0.04397580236172871,9.837712976581543,0.1924693434072348,7.665539642594971,0.28480024106511337,6.347600852542051,1.753527093981442e-32,0,0,5.5601635844962695e-34,0.0,0.0,0.013717149384319782,1,1,0.0009316423092968762,0.0,0.0,0.019661208614706993,0,1,0.0004669249465223402,0.0,0.0,0.008399741724133492,0,1,0.0007513666059821844,0.0,0.0,0.013642655685544014,0,1,0.001681105000898242,0.0,0.0,0.01812800019979477,0,1,0.0019790439400821924,0.0,0.0,0.021077178418636322,0,1,0.0033610498066991568,0.0,0.0,0.03862735256552696,1,1,0.006256670691072941,0.0,0.0,0.1777551770210266,1,1,0.022335749119520187,0.0,1.0,0.003947488271113083,7.998127039689789e-32,0.0,0.0,5.058796887169592e-06,0.0,0.0,4.546385753201321e-06,0.0,0.0,5.442068868433125e-06,0.0,0.0,1.3146194760338403e-05,0.0,0.0,4.519213689491153e-06,0.0,0.0,1.4336778804135974e-06,0.0,0.0,4.574745275931491e-07,0.0,0.0,7.447922030223708e-07,0.0,0.0
keep your nose clean,non-compositional,idiomem,1.0,3,0.16105096686321,0.0013679794501513243,0.4763459265232086,6.035366818851674,5.348629213486707e-18,33.219280948873624,0.000593473324746204,11.526214546507468,0.0012966714906118189,11.0204902899273,0.0016763571002229583,11.101660589618971,0.0085367526577708,10.950813782384566,0.0686137892807892,8.736908412623675,0.2677664670239513,7.273052261582144,0.2669222006952623,6.859595690311096,0.1524120970085884,6.22478442872537,1.5991247507777243e-17,0,0,1.5211431654145696e-15,0.0,0.0,0.00030866495217196643,0,0,0.00028324685990810394,0.0,0.0,0.0007171569159254432,0,0,0.0003414179082028568,0.0,0.0,0.0003672589373309165,0,0,0.005677966866642237,0.0,0.0,0.00022560158686246723,0,0,0.0013765892945230007,0.0,0.0,0.0012707648565992713,0,0,0.0006439922726713121,0.0,0.0,0.006685984320938587,0,1,0.0004532130842562765,0.0,0.0,0.006619460880756378,0,0,0.00015386113955173641,0.0,0.0,0.005470199044793844,0,0,0.00028430254315026104,0.0,0.0,0.00028430254315026104,,,,,,,,,,,,,,,,,,,,,,,,,,,
a dime a dozen,non-compositional,idiomem,1.0,3,0.33079630955247313,5.716806299460586e-06,0.956365168094635,7.425287344114852,2.588131923316897e-15,33.219280948873624,0.00024230008906063935,12.135776413190891,0.0002671493918266303,12.509353875640722,0.0011884507208984967,12.361602840182483,0.010364591304702723,11.232787840892328,0.015079787829677116,11.570919210367192,0.03510462959032642,10.82894706332639,0.12496912880972862,9.129997072761201,0.2925204638381729,7.349806790518961,1.401298464324817e-45,0,0,7.503392757073665e-41,0.0,0.0,0.0002585134352557361,0,0,1.7971420902540558e-06,0.0,0.0,0.00015746985445730388,0,0,5.830986538057914e-07,0.0,0.0,0.00018160883337259293,0,0,3.064314341827412e-06,0.0,0.0,0.00033240209450013936,0,0,6.052588105376344e-06,0.0,0.0,0.0005645534256473184,0,0,8.243892807513475e-06,0.0,0.0,0.001453162170946598,0,0,1.1127581274195109e-05,0.0,0.0,0.007160602603107691,0,0,1.6192570910789073e-05,0.0,0.0,0.04324006289243698,0,1,1.5112743312784005e-05,0.0,0.0,1.5112743312784005e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
get your act together,non-compositional,idiomem,1.0,3,0.330378211462327,0.00033489931956864893,0.9892085194587708,6.951764438759809,2.4851112653802225e-16,33.219280948873624,0.0001329888958328714,12.994812396913625,0.00018243580416310579,12.453493723574828,0.0026276612237173444,10.433635728340915,0.008373740953781331,9.511438035535056,0.047489910250684865,9.230098354283099,0.2353868262459097,8.92754047994609,0.3217912056619146,7.713257026058229,0.33087139217726264,6.994118761006871,7.3045653064263e-17,0,0,6.1862840371661624e-18,0.0,0.0,8.468556916341186e-05,0,0,7.068838021950796e-05,0.0,0.0,0.00013171718455851078,0,0,0.0001242211292264983,0.0,0.0,0.00013346313789952546,0,0,0.0003663506358861923,0.0,0.0,0.00039828967419452965,0,0,0.00031692461925558746,0.0,0.0,0.00020059193775523454,0,0,3.7469915696419775e-05,0.0,0.0,0.0001724351750453934,0,0,8.635492122266442e-06,0.0,0.0,0.0006914593977853656,0,0,2.445922655169852e-05,0.0,0.0,0.0015566583024337888,0,0,2.4091768864309415e-05,0.0,0.0,2.4091768864309415e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
give someone the benefit of the doubt,non-compositional,idiomem,1.0,6,0.5090591899764453,0.00023306442017201334,0.9935178756713867,3.386442465767559,5.751188123001777e-12,33.219280948873624,0.00628859632070089,11.278690276702577,0.011250921502702719,11.578418008879853,0.006774159591221481,11.059637269972766,0.10986642609299697,9.158546802801178,0.25425325905801327,7.957749683837606,0.32084281084655686,6.9460353660701974,0.4040133891491375,4.51956594200425,0.5046755033375424,3.4565210425248996,9.21118724504823e-22,0,0,6.051750220935337e-23,0.0,0.0,2.614697405078914e-05,0,0,2.897033846238628e-05,0.0,0.0,1.1268477464909665e-05,0,0,7.3200176302634645e-06,0.0,0.0,2.0615045286831446e-05,0,0,6.7287687670614105e-06,0.0,0.0,0.00018050109792966396,0,0,8.525124940206297e-06,0.0,0.0,0.000331645569531247,0,0,9.907822459354065e-06,0.0,0.0,0.0008021821267902851,0,0,7.377028396149399e-06,0.0,0.0,0.010045311413705349,0,1,3.383520743227564e-05,0.0,0.0,0.06636592000722885,0,1,9.33665141928941e-05,0.0,0.0,0.002526718001683597,1.8427029495189297e-24,0.0,0.0,0.00016966919065453112,0.0,0.0,4.283940506866202e-05,0.0,0.0,3.465882400632836e-05,0.0,0.0,0.00010820397437782958,0.0,0.0,5.237155710346997e-05,0.0,0.0,0.00013120865332894027,0.0,0.0,0.0005450071184895933,0.0,0.0,0.0026967807207256556,0.0,0.0
go back to the drawing board,non-compositional,idiomem,1.0,5,0.3110763557720929,0.0028504172805696726,0.957840621471405,3.6856588007138527,7.348823332772634e-10,32.17939375729931,0.003849156707292423,8.673397770619422,0.007300270372070372,8.242721990901106,0.015664778742939235,7.169564829260354,0.030857909540645777,6.675624293998976,0.10569804571568966,6.050952014354693,0.19132190211676062,4.945060482245533,0.23356476915068924,4.287000970035658,0.2854381494689733,3.814802006899371,6.155382456486954e-20,0,0,1.1747753153210212e-20,0.0,0.0,0.0063886200077831745,0,0,0.0005604161997325718,0.0,0.0,0.002297436585649848,0,0,0.00012489080836530775,0.0,0.0,0.006683169864118099,0,0,0.0002694573486223817,0.0,0.0,0.024984005838632584,0,1,0.0003232205635868013,0.0,0.0,0.0108718266710639,0,1,0.0002346259425394237,0.0,0.0,0.030856963247060776,0,1,0.00036347535206004977,0.0,0.0,0.09664346277713776,0,1,0.0008883188711479306,0.0,0.0,0.2621845304965973,1,1,0.004727628082036972,0.0,0.0,0.0012288752626773204,5.467734026041641e-22,0.0,0.0,6.666127774224151e-06,0.0,0.0,1.2239715033501852e-05,0.0,0.0,1.8946609998238273e-05,0.0,0.0,2.649595626280643e-05,0.0,0.0,3.49081055901479e-05,0.0,0.0,4.221938070259057e-05,0.0,0.0,2.212220169894863e-05,0.0,0.0,1.911429899337236e-05,0.0,0.0
it's not rocket science,non-compositional,idiomem,1.0,4,0.2716056403587572,0.002195662586018443,0.9353659749031067,4.113557337029818,9.305427381950617e-14,33.219280948873624,0.005390493708546273,9.710637423848974,0.013590342596216942,9.131721555961327,0.004810492078831885,9.224389186310498,0.008106403234705795,9.0372999161848,0.02532644514212734,7.748023017495505,0.15925962686014827,6.296106189703067,0.24369234166806564,4.80944187823092,0.26668823353247717,4.133541510721078,7.132822435994279e-14,0,0,4.00386412587579e-16,0.0,0.0,0.018197976052761078,0,1,2.0915927962050773e-05,0.0,0.0,0.05110018327832222,0,1,9.928414328896906e-06,0.0,0.0,0.016406390815973282,0,1,4.549405730358558e-06,0.0,0.0,0.02772524580359459,0,1,5.608253559330478e-06,0.0,0.0,0.046583883464336395,0,1,6.388366728060646e-06,0.0,0.0,0.045665230602025986,0,1,4.604085006576497e-06,0.0,0.0,0.10619191080331802,0,1,6.506539648398757e-06,0.0,0.0,0.07383199036121368,0,1,1.266255094378721e-05,0.0,0.0,0.00011768221338570584,7.770588672673529e-16,0.0,0.0,6.798057438572869e-05,0.0,0.0,4.984539555152878e-05,0.0,0.0,7.709779310971498e-05,0.0,0.0,0.0001586995495017618,0.0,0.0,0.0001696564577287063,0.0,0.0,0.0001012673819786869,0.0,0.0,7.37397640477866e-05,0.0,0.0,6.99909360264428e-05,0.0,0.0
let someone off the hook,non-compositional,idiomem,1.0,4,0.2745243385706999,0.00011560867278603837,0.9169434905052185,6.107476352904393,1.3961535096307584e-16,33.219280948873624,0.0015553680673292547,12.208221433467651,0.002691361394681735,10.939633245943167,0.00798443003623106,10.00955228853686,0.00871433427937518,10.637984844419723,0.07870908825373135,10.605385296265718,0.16910143446375514,9.974187943854457,0.19140573592267174,8.585400016988286,0.23965462690466666,6.273580102730418,1.3531700925248383e-22,0,0,9.21118724504823e-22,0.0,0.0,2.817994936776813e-05,0,0,1.814111601561308e-05,0.0,0.0,7.132402242859825e-05,0,0,8.746034836804029e-06,0.0,0.0,7.08009974914603e-05,0,0,6.08466325502377e-06,0.0,0.0,1.9381077436264604e-05,0,0,5.552771654038224e-06,0.0,0.0,3.992450274381554e-06,0,0,1.2860720062235487e-06,0.0,0.0,1.2155368494859431e-05,0,0,6.257047516555758e-06,0.0,0.0,5.640577001031488e-05,0,0,1.3345312254386954e-05,0.0,0.0,0.0019031513947993517,0,0,0.0002605995978228748,0.0,0.0,0.000251854660139846,5.19659628513881e-23,0.0,0.0,3.0324249564728234e-06,0.0,0.0,7.466283477697289e-06,0.0,0.0,1.951433887370513e-06,0.0,0.0,1.008276512948214e-06,0.0,0.0,1.96073301594879e-07,0.0,0.0,2.382682708912398e-07,0.0,0.0,4.6793741148576373e-07,0.0,0.0,1.1327609172440134e-05,0.0,0.0
make a long story short,non-compositional,idiomem,1.0,4,0.3259093910746742,0.0019144137622788548,0.9482569098472595,4.327481350163258,9.560901894271787e-11,32.73547728160469,0.0028968497426831163,8.936439181897555,0.004839800474655931,9.12127617862498,0.002369118148635607,9.92823321770717,0.008936046065173286,9.735967462010358,0.0701662766850859,8.666792634923132,0.23618861470640695,7.226681218568904,0.35656367884075735,5.314595572776875,0.32478672661818564,4.398581977028237,3.824350280901001e-10,0,0,4.539494594026777e-13,0.0,0.0,0.0027720974758267403,0,0,0.0005405536503531039,0.0,0.0,0.0018725866684690118,0,0,0.0007536437478847802,0.0,0.0,0.0003905199992004782,0,0,0.00015322880062740296,0.0,0.0,0.00040256493957713246,0,0,1.8204433217761107e-05,0.0,0.0,0.0015856103273108602,0,0,1.4132962860458065e-05,0.0,0.0,0.0005379006033763289,0,0,1.2836878340749536e-05,0.0,0.0,0.0011761026689782739,0,0,5.082355346530676e-05,0.0,0.0,0.002327469177544117,0,0,0.00022687786258757114,0.0,0.0,0.0005795895995106548,1.521221343336876e-10,0.0,0.0,0.002000570297241211,0.0,0.0,0.0033644288778305054,0.0,0.0,0.0011545473244041204,0.0,0.0,0.0002004552079597488,0.0,0.0,0.0002985098399221897,0.0,0.0,0.000196726483409293,0.0,0.0,0.0005799432401545346,0.0,0.0,0.001250680536031723,0.0,0.0
